Name,S&P 500 COMPOSITE - OPENING PRICE,ISHARESCOREEUR (XET) STOXX50 UCITS ETF EUR - OPENING PRICE,SHANGHAI SE A SHARE - OPENING PRICE,ISHARES RUSSELL 2000 ETF - OPENING PRICE,INVESCO QQQ TRUST SERIES 1 - OPENING PRICE,ISHARES CORE FTSE 100 UCITS ETF GBP - OPENING PRICE,INVESCO MSCI JAPAN UCITS ETF ACC - OPENING PRICE,DOW JONES US REAL ESTATE - OPENING PRICE,SECT.SPDR TST.SBI INTER INDS. - OPENING PRICE
Code,S19658(PO),291561(PO),S08435(PO),292398(PO),696044(PO),291580(PO),67434J(PO),T25191(PO),689918(PO)
14/08/06,1266.67,N/A,1687.237,68.09,36.86,N/A,N/A,282.99,31.37
15/08/06,1271.52,N/A,1648.466,69,37.22,N/A,N/A,285.29,31.65
16/08/06,1285.27,N/A,1677.829,69.87,37.99,N/A,N/A,288.55,32.25
17/08/06,1294.99,N/A,1695.077,70.22,38.47,N/A,N/A,289.09,32.45
18/08/06,1297.48,N/A,1683.693,70.8,38.65,N/A,N/A,289.39,32.73
21/08/06,1302.3,N/A,1645.432,70.48,38.47,N/A,N/A,290.05,32.41
22/08/06,1297.52,N/A,1683.596,70.1,38.36,N/A,N/A,291.16,32.13
23/08/06,1299.06,N/A,1697.11,70.5,38.47,N/A,N/A,293.59,32.23
24/08/06,1292.97,N/A,1695.359,69.72,38.26,N/A,N/A,290.63,32.24
25/08/06,1295.23,N/A,1705.716,69.38,38.17,N/A,N/A,292.28,31.81
28/08/06,1295.09,N/A,1710.57,69.54,38.28,N/A,N/A,291.68,31.94
29/08/06,1301.57,N/A,1737.403,70.51,38.58,N/A,N/A,294.93,32.17
30/08/06,1303.69,N/A,1732.856,71.31,38.74,N/A,N/A,294.98,32.04
31/08/06,1304.25,N/A,1740.863,71.96,38.94,N/A,N/A,297.43,32.08
1/9/2006,1303.8,N/A,1743.732,72.08,39.07,N/A,N/A,297.56,32.44
4/9/2006,N/A,N/A,1719.121,N/A,N/A,N/A,N/A,N/A,N/A
5/9/2006,1310.94,N/A,1744.953,71.93,39.11,N/A,N/A,295.92,32.38
6/9/2006,1310.79,N/A,1750.669,71.92,39.08,N/A,N/A,298.48,32.49
7/9/2006,1299.97,N/A,1770.441,70.53,38.57,N/A,N/A,297.02,32.05
8/9/2006,1294.02,N/A,1745.014,70.53,38.54,N/A,N/A,294.94,32.12
11/9/2006,1298.86,N/A,1753.933,70.13,38.41,N/A,N/A,297.46,32
12/9/2006,1299.53,N/A,1761.447,70.64,38.95,N/A,N/A,298.82,32.29
13/09/06,1312.74,N/A,1782.882,72.16,39.73,N/A,N/A,302.84,32.52
14/09/06,1318,N/A,1777.158,72.47,39.85,N/A,N/A,304.55,32.66
15/09/06,1316.28,N/A,1777.068,73,40.35,N/A,N/A,302.85,32.62
18/09/06,1319.85,N/A,1817.559,72.35,40.12,N/A,N/A,305.01,32.68
19/09/06,1321.17,N/A,1823.32,72.71,40.24,N/A,N/A,302.8,32.81
20/09/06,1318.28,N/A,1822.265,72.79,40.2,N/A,N/A,305.03,32.66
21/09/06,1324.89,N/A,1819.983,73.35,40.52,N/A,N/A,304,32.99
22/09/06,1317.74,N/A,1833.337,72.16,40.15,N/A,N/A,301.11,32.42
25/09/06,1314.78,N/A,1809.893,71.78,40.05,N/A,N/A,302.42,32.65
26/09/06,1326.22,N/A,1807.054,72.14,40.52,N/A,N/A,302.33,32.85
27/09/06,1335.37,N/A,1797.805,72.21,40.7,N/A,N/A,302.07,33.35
28/09/06,1336.56,N/A,1812.826,72.98,40.77,N/A,N/A,304.27,33.45
29/09/06,1338.86,N/A,1827.748,72.71,40.89,N/A,N/A,303.13,33.63
2/10/2006,1335.82,N/A,N/A,71.97,40.6,N/A,N/A,302.72,33.59
3/10/2006,1331.17,N/A,N/A,71.25,40.05,N/A,N/A,302.34,33.37
4/10/2006,1333.81,N/A,N/A,71.19,40.22,N/A,N/A,305.03,33.58
5/10/2006,1349.84,N/A,N/A,72.87,41.28,N/A,N/A,308.4,34.1
6/10/2006,1352.42,N/A,N/A,73.61,41.38,N/A,N/A,310.59,34.21
9/10/2006,1349.58,N/A,1856.617,73.36,41.37,N/A,N/A,308,34.26
10/10/2006,1350.64,N/A,1873.883,74.1,41.61,N/A,N/A,310.44,34.22
11/10/2006,1353.28,N/A,1874.644,73.78,41.43,N/A,N/A,310.16,34.34
12/10/2006,1350.79,N/A,1881.185,74.08,41.76,N/A,N/A,309.02,34.43
13/10/06,1362.82,N/A,1866.814,75.3,42.22,N/A,N/A,311.89,34.57
16/10/06,1365.57,N/A,1878.236,75.88,42.43,N/A,N/A,314.64,34.46
17/10/06,1369.05,N/A,1857.855,75.94,42.17,N/A,N/A,316.22,34.68
18/10/06,1363.93,N/A,1851.432,76.52,42.22,N/A,N/A,314.9,34.9
19/10/06,1365.43,N/A,1878.597,75.73,41.69,N/A,N/A,316.54,34.41
20/10/06,1368.07,N/A,1882.946,76.37,42.05,N/A,N/A,315.62,34.39
23/10/06,1368.58,N/A,1879.942,75.35,41.92,N/A,N/A,315.35,34.09
24/10/06,1377.02,N/A,1845.002,75.51,42.29,N/A,N/A,316.89,34.36
25/10/06,1377.78,N/A,1898.304,75.73,42.14,N/A,N/A,315.77,34.55
26/10/06,1382.21,N/A,1896.046,76.64,42.57,N/A,N/A,317.62,34.51
27/10/06,1388.89,N/A,1929.279,76.89,42.73,N/A,N/A,321.18,34.49
30/10/06,1377.3,N/A,1895.679,75.78,42.17,N/A,N/A,318.94,34.01
31/10/06,1377.93,N/A,1903.272,76.6,42.56,N/A,N/A,320.66,34.36
1/11/2006,1377.76,N/A,1931.908,76.45,42.73,N/A,N/A,321.58,34.41
2/11/2006,1366.41,N/A,1951.086,74.11,41.815,N/A,N/A,318.1,33.9
3/11/2006,1367.31,N/A,1945.099,74.82,42.1,N/A,N/A,312.71,34.07
6/11/2006,1364.27,N/A,1946.975,75.21,42.06,N/A,N/A,308.98,34.01
7/11/2006,1379.89,N/A,1985.364,75.83,42.53,N/A,N/A,311.86,34.1
8/11/2006,1382.5,N/A,1981.435,75.61,42.58,N/A,N/A,308.92,34.4
9/11/2006,1385.57,N/A,1955.069,76.74,43.27,N/A,N/A,309.8,34.59
10/11/2006,1379.04,N/A,1993.174,75.77,42.84,N/A,N/A,310.28,34.34
13/11/06,1380.6,N/A,1974.231,76.43,43.06,N/A,N/A,311.79,34.5
14/11/06,1384.36,N/A,1963.606,76.91,43.5,N/A,N/A,311.87,34.87
15/11/06,1392.74,N/A,1985.022,78.15,43.98,N/A,N/A,316.01,34.94
16/11/06,1396.53,N/A,2029.559,79.1,44.25,N/A,N/A,315.66,35.37
17/11/06,1399.76,N/A,2033.761,78.35,44.06,N/A,N/A,317.89,35.37
20/11/06,1400.63,N/A,2078.828,78.35,44.16,N/A,N/A,317.03,35.45
21/11/06,1400.43,N/A,2116.239,78.69,44.42,N/A,N/A,326.68,35.41
22/11/06,1403.68,N/A,2135.272,78.97,44.58,N/A,N/A,332.19,35.58
23/11/06,N/A,N/A,2149.843,N/A,N/A,N/A,N/A,N/A,N/A
24/11/06,1405.94,N/A,2156.313,78.37,44.4,N/A,N/A,333,35.29
27/11/06,1400.95,N/A,2146.14,78.51,44.52,N/A,N/A,334.79,35.36
28/11/06,1381.61,N/A,2145.952,76.59,43.52,N/A,N/A,326.46,34.72
29/11/06,1386.11,N/A,2107.726,77.52,44,N/A,N/A,326.77,34.86
30/11/06,1399.47,N/A,2163.35,77.9,44.05,N/A,N/A,331.63,35.04
1/12/2006,1400.63,N/A,2213.512,78.15,44,N/A,N/A,335.03,35.01
4/12/2006,1396.67,N/A,2210.802,77.96,43.79,N/A,N/A,334.42,35
5/12/2006,1409.1,N/A,2277.83,79.4,44.39,N/A,N/A,338.67,35.35
6/12/2006,1414.4,N/A,2286.145,79.2,44.29,N/A,N/A,336.26,35.42
7/12/2006,1412.86,N/A,2262.319,79.29,44.34,N/A,N/A,334.54,35.28
8/12/2006,1407.27,N/A,2242.054,78.62,43.57,N/A,N/A,332.76,35.25
11/12/2006,1409.81,N/A,2191.462,78.8,43.835,N/A,N/A,332.93,35.18
12/12/2006,1413,N/A,2301.749,78.94,44.03,N/A,N/A,333.85,35.15
13/12/06,1411.32,N/A,2338.532,78.91,44.105,N/A,N/A,332.41,35.24
14/12/06,1413.16,N/A,2340.318,78.62,43.97,N/A,N/A,330.48,35.17
15/12/06,1425.48,N/A,2370.855,79.3,44.66,N/A,N/A,330.86,35.14
18/12/06,1427.08,N/A,2393.963,79.06,44.58,N/A,N/A,329.09,35.31
19/12/06,1422.42,N/A,2462.427,77.45,43.65,N/A,N/A,327.91,35.12
20/12/06,1425.51,N/A,2477.443,77.62,43.89,N/A,N/A,325.21,35.12
21/12/06,1423.2,N/A,2494.544,77.99,43.76,N/A,N/A,327.96,35.35
22/12/06,1418.1,N/A,2454.255,77.59,43.39,N/A,N/A,324.99,35.27
25/12/06,N/A,N/A,2471.067,N/A,N/A,N/A,N/A,N/A,N/A
26/12/06,1410.75,N/A,2563.857,77.33,42.93,N/A,N/A,322.64,35.03
27/12/06,1416.63,N/A,2606.428,78.37,43.19,N/A,N/A,324.94,35.36
28/12/06,1426.77,N/A,2670.614,79.03,43.2,N/A,N/A,327.05,35.43
29/12/06,1424.3,N/A,2719.974,78.69,43.21,N/A,N/A,327.87,35.28
1/1/2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2/1/2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3/1/2007,1418.03,N/A,N/A,78.68,43.46,N/A,N/A,328.84,35.13
4/1/2007,1416.95,N/A,2870.874,77.89,43.3,N/A,N/A,328.77,35.08
5/1/2007,1418.34,N/A,2807.663,78.02,43.93,N/A,N/A,328.69,35.08
8/1/2007,1409.26,N/A,2757.015,76.95,43.88,N/A,N/A,323.5,34.87
9/1/2007,1412.84,N/A,2851.639,77.12,44,N/A,N/A,323.49,35.2
10/1/2007,1411.94,41.16,2986.015,76.76,43.96,N/A,N/A,327.34,34.9
11/1/2007,1414.84,41.31,2965.336,77.46,44.71,N/A,N/A,331.52,35.1
12/1/2007,1423.82,41.71,2885.718,78.26,45.02,N/A,N/A,335.88,35.58
15/01/07,N/A,42.17,2794.411,N/A,N/A,N/A,N/A,N/A,N/A
16/01/07,1430.73,42.09,2960.46,79.21,45.33,N/A,N/A,336.79,35.45
17/01/07,1431.77,41.92,2971.729,78.22,45.09,N/A,N/A,341.29,35.85
18/01/07,1430.59,41.84,2901.592,78.13,44.79,N/A,N/A,341.17,35.72
19/01/07,1426.35,41.5,2901.35,77.04,43.98,N/A,N/A,340.27,35.65
22/01/07,1430.47,42.02,3001.818,77.82,44.21,N/A,N/A,343.89,35.58
23/01/07,1422.95,41.66,3113.917,77.04,43.64,N/A,N/A,341.71,35.15
24/01/07,1427.96,41.76,3104.173,78.01,43.87,N/A,N/A,343.24,35.73
25/01/07,1440.31,42.1,3095.219,78.71,44.37,N/A,N/A,348.1,35.68
26/01/07,1423.9,41.62,2948.076,77.99,43.81,N/A,N/A,349.76,35.46
29/01/07,1422.03,41.68,3043.989,78.12,43.45,N/A,N/A,350.77,35.2
30/01/07,1420.61,41.76,3109.254,78.89,43.68,N/A,N/A,351.76,35.4
31/01/07,1428.65,42.03,3074.731,79.06,43.6,N/A,N/A,353.22,35.2
1/2/2007,1437.9,42.23,2884.182,79.67,44.27,N/A,N/A,355.82,35.95
2/2/2007,1445.94,42.3,2933.171,80.4,44.11,N/A,N/A,357.06,36
5/2/2007,1448.28,42.28,2792.539,80.22,44.14,N/A,N/A,358.57,36.28
6/2/2007,1446.98,42.45,2744.369,80.26,44.2,N/A,N/A,359.24,36.23
7/2/2007,1447.41,42.51,2823.072,80.55,44.29,N/A,N/A,363.86,36.35
8/2/2007,1449.99,42.6,2861.493,80.87,44.39,N/A,N/A,370.55,36.28
9/2/2007,1448.25,42.57,2878.35,80.98,44.57,N/A,N/A,367.39,36.02
12/2/2007,1437.94,42.37,2866.081,80.28,43.88,N/A,N/A,362.23,35.87
13/02/07,1433.22,42.28,2960.143,80.23,43.79,N/A,N/A,355.22,35.82
14/02/07,1443.91,42.61,2978.671,80.73,44.05,N/A,N/A,361.4,36.34
15/02/07,1455.45,42.74,3069.941,80.71,44.63,N/A,N/A,359.65,36.84
16/02/07,1456.77,42.55,3169.521,80.72,44.68,N/A,N/A,362.12,36.8
19/02/07,N/A,42.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20/02/07,1455.53,42.71,N/A,81,44.65,N/A,N/A,360.86,36.62
21/02/07,1459.6,42.75,N/A,81.65,44.92,N/A,N/A,363.72,36.5
22/02/07,1457.29,42.71,N/A,82.25,45.36,N/A,N/A,362.19,36.89
23/02/07,1456.22,42.56,N/A,82.26,45.42,N/A,N/A,360.09,36.61
26/02/07,1451.04,42.62,3149.419,82.32,45.48,N/A,N/A,354.52,36.55
27/02/07,1449.25,42.45,3201.894,80.36,44.36,N/A,N/A,352.31,36.2
28/02/07,1399.01,40.8,2871.9,78.37,43.16,N/A,N/A,341.28,35.34
1/3/2007,1406.8,40.83,3021.718,77.47,42.55,N/A,N/A,344.25,34.87
2/3/2007,1403.16,40.62,2933.539,78.18,42.78,N/A,N/A,341.5,35.35
5/3/2007,1387.11,39.5,2970.39,76.09,42.16,N/A,N/A,334.9,34.62
6/3/2007,1374.06,40.24,2917.449,76.26,42.56,N/A,N/A,321.99,34.99
7/3/2007,1394.98,40.26,2996.436,77.3,42.86,N/A,N/A,332.91,35.08
8/3/2007,1391.88,40.59,3050.98,77.73,43.13,N/A,N/A,328.43,35.19
9/3/2007,1403.49,40.92,3083.04,78.18,43.33,N/A,N/A,333.53,35.6
12/3/2007,1402.58,41.17,3095.487,78.01,42.88,N/A,N/A,337.41,35.65
13/03/07,1406.23,40.78,3108.005,77.84,43,N/A,N/A,338.69,35.62
14/03/07,1377.86,39.62,3082.525,76.41,42.43,N/A,N/A,329.43,35.15
15/03/07,1387.11,39.73,3053.132,77.12,42.9,N/A,N/A,331.24,34.96
16/03/07,1392.24,39.85,3114.338,77.81,42.94,N/A,N/A,334.87,35.29
19/03/07,1387.78,40.35,3009.693,77.83,43.06,N/A,N/A,331.9,35.37
20/03/07,1402.04,40.64,3178.7,78.19,43.26,623,N/A,335.54,35.58
21/03/07,1411.87,40.84,3196.486,78.96,43.63,N/A,N/A,336.19,35.62
22/03/07,1435.04,41.56,3236.924,80.56,44.44,N/A,N/A,341.31,36.19
23/03/07,1434.54,41.67,3227.688,80.23,44.26,N/A,N/A,340.88,36.04
26/03/07,1436.11,41.97,3240.467,80.32,44.14,N/A,N/A,341.15,35.96
27/03/07,1437.49,41.81,3284.856,80.01,44.23,N/A,N/A,336.54,35.91
28/03/07,1428.35,41.48,3300.308,79.22,43.785,N/A,N/A,332.23,35.98
29/03/07,1417.17,41.62,3341.835,79.69,43.84,N/A,N/A,329.81,35.63
30/03/07,1422.52,41.82,3340.749,79.36,43.56,N/A,N/A,330.19,35.82
2/4/2007,1420.85,41.74,3359.728,79.61,43.67,N/A,N/A,334.13,35.64
3/4/2007,1424.27,42.28,3432.557,80.07,43.82,N/A,N/A,336.6,35.78
4/4/2007,1437.75,42.65,3464.398,80.48,44.2,N/A,N/A,339.55,35.6
5/4/2007,1438.94,42.67,3453.674,80.45,44.29,N/A,N/A,337.9,35.7
6/4/2007,N/A,N/A,3455.248,N/A,N/A,N/A,N/A,N/A,N/A
9/4/2007,1443.77,N/A,3503.34,80.78,44.71,N/A,N/A,337.85,36
10/4/2007,1444.58,42.87,3579.038,80.5,44.44,N/A,N/A,337.97,35.87
11/4/2007,1448.23,43.16,3631.056,80.87,44.64,N/A,N/A,339.1,35.92
12/4/2007,1438.87,43.03,3683.033,80.09,44.135,N/A,N/A,333.73,35.5
13/04/07,1447.8,43.05,3718.782,80.95,44.57,N/A,N/A,332.08,36.1
16/04/07,1453.75,43.47,3703.784,81.81,44.83,N/A,N/A,335.17,36.29
17/04/07,1468.47,43.82,3796.583,82.61,45.14,N/A,N/A,336.1,36.34
18/04/07,1471.47,43.84,3799.279,81.92,44.93,N/A,N/A,340.67,36.1
19/04/07,1472.48,43.32,3794.223,81.14,44.81,N/A,N/A,339.2,36.42
20/04/07,1470.69,43.79,3637.428,81.96,45.52,N/A,N/A,336.97,36.97
23/04/07,1484.24,44.45,3800.004,82.21,45.44,N/A,N/A,339.5,36.93
24/04/07,1480.93,44.22,3926.64,82.27,45.63,N/A,N/A,343.38,37.11
25/04/07,1480.28,44.1,3897.791,82.54,45.85,N/A,N/A,340.74,37.13
26/04/07,1495.77,44.45,3958.594,82.45,46.42,N/A,N/A,341.12,37.27
27/04/07,1494.21,44.29,3981.648,82.515,46.37,N/A,N/A,340.72,37.2
30/04/07,1494.07,43.96,3976.618,82.47,46.5,N/A,N/A,340.29,37.93
1/5/2007,1482.37,N/A,N/A,80.99,45.97,N/A,N/A,334.3,37.34
2/5/2007,1486.13,44.33,N/A,81.07,46.09,N/A,N/A,331.65,37.33
3/5/2007,1495.56,44.58,N/A,82.21,46.53,N/A,N/A,335.13,37.9
4/5/2007,1502.35,44.58,N/A,82.49,46.77,N/A,N/A,335.75,38.15
7/5/2007,1505.54,44.92,N/A,82.7,46.65,N/A,N/A,332.94,38.1
8/5/2007,1509.36,44.72,4136.504,82.19,46.47,N/A,N/A,333.85,37.9
9/5/2007,1505.78,44.75,4157.227,82,46.49,N/A,N/A,332.1,38.03
10/5/2007,1511.76,44.66,4220.332,82.32,46.67,N/A,N/A,335.74,38.02
11/5/2007,1491.47,44.05,4222.988,81.75,46.24,N/A,N/A,330.66,37.9
14/05/07,1505.76,44.87,4164.594,82.29,46.77,N/A,N/A,335.26,38.28
15/05/07,1503.11,44.36,4249.789,81.62,46.41,N/A,N/A,332.7,38.09
16/05/07,1500.75,44.71,4077.752,81.1,46.21,N/A,N/A,327.39,38.27
17/05/07,1514.01,44.85,4192.137,81.3,46.5,N/A,N/A,324.2,38.4
18/05/07,1513.8,44.79,4230.301,81.19,46.48,N/A,N/A,318.74,38.33
21/05/07,1522.75,45.41,4085.694,81.73,46.74,N/A,N/A,315.56,38.5
22/05/07,1525.1,45.31,4282.07,82.81,47.04,N/A,N/A,318.01,38.72
23/05/07,1524.09,45.38,4323.102,83.55,47.19,N/A,N/A,322.03,38.34
24/05/07,1522.1,45.45,4391.82,82.98,46.855,N/A,N/A,319.04,38.7
25/05/07,1507.5,45.05,4337.207,82.24,46.26,N/A,N/A,313.36,38.46
28/05/07,N/A,N/A,4424.148,N/A,N/A,N/A,N/A,N/A,N/A
29/05/07,1515.55,45.6,4493.988,82.78,46.49,N/A,N/A,316.01,38.25
30/05/07,1517.6,45.21,4286.328,82.64,46.48,N/A,N/A,326.76,38.5
31/05/07,1530.9,45.8,4202.055,83.99,47.32,N/A,N/A,335.28,39.06
1/6/2007,1530.62,46.03,4321.703,84.54,47.58,N/A,N/A,334.05,39.38
4/6/2007,1536.28,46.19,4176.879,84.49,47.27,N/A,N/A,334,39.03
5/6/2007,1539.12,46.2,3739.364,84.59,47.43,N/A,N/A,335.85,39.25
6/6/2007,1530.57,45.82,3964.51,83.8,47.37,N/A,N/A,329.97,38.96
7/6/2007,1516.04,45.38,3971.652,83.26,46.91,N/A,N/A,327.84,38.55
8/6/2007,1490.71,44.39,4089.962,81.87,46.33,N/A,N/A,317.92,38.3
11/6/2007,1506.96,44.89,4133.844,82.74,46.89,N/A,N/A,322.17,38.55
12/6/2007,1509.12,44.74,4207.84,82.33,46.57,N/A,N/A,317.15,38.67
13/06/07,1493.5,44.54,4311.648,81.89,46.74,N/A,N/A,311.56,38.55
14/06/07,1515.58,45.25,4364.559,82.88,47.1,N/A,N/A,318.28,39.11
15/06/07,1522.97,45.82,4284.777,84.29,47.75,N/A,N/A,315.24,39.6
18/06/07,1533.28,46.32,4400.43,84.58,47.85,N/A,N/A,318.84,39.5
19/06/07,1531.02,46.28,4455.809,83.81,47.63,N/A,N/A,313.92,39.33
20/06/07,1533.68,46.39,4478.617,84.58,47.83,N/A,N/A,315.22,39.81
21/06/07,1512.47,46.04,4375.18,82.82,47.305,N/A,N/A,308.2,39.29
22/06/07,1522.19,45.96,4439.477,83.36,47.64,N/A,N/A,307.54,39.37
25/06/07,1502.68,45.4,4305.988,82.68,47.31,N/A,N/A,305.65,39.23
26/06/07,1497.68,45.24,4054.999,82.84,47.32,N/A,N/A,300.63,39.04
27/06/07,1491.46,44.89,4182.063,81.63,46.74,N/A,N/A,299.56,38.51
28/06/07,1506.32,45.35,4282.227,83.41,47.52,N/A,N/A,305.77,38.85
29/06/07,1505.7,45.61,4013.849,83.78,47.79,N/A,N/A,304.13,39.16
2/7/2007,1504.66,45.47,3988.641,83.38,47.71,N/A,N/A,302.59,39.16
3/7/2007,1519.12,45.95,4046.403,84.12,48.1,N/A,N/A,310.32,39.57
4/7/2007,N/A,46.11,4099.902,N/A,N/A,N/A,N/A,N/A,N/A
5/7/2007,1524.86,46.25,3956.158,84.45,48.35,N/A,N/A,309.68,39.6
6/7/2007,1524.77,45.82,3777.611,84.56,48.71,N/A,N/A,314.23,39.63
9/7/2007,1530.43,46.28,3997.912,84.95,48.9,N/A,N/A,314.13,39.87
10/7/2007,1530.59,46.28,4088.256,84.27,48.62,N/A,N/A,313.19,39.9
11/7/2007,1509.93,45.27,4027.818,83.17,48.37,N/A,N/A,304.88,39.4
12/7/2007,1518.74,45.55,4065.755,84.16,49.05,N/A,N/A,303.69,39.99
13/07/07,1547.68,46.45,4112.617,84.9,49.62,N/A,N/A,308.22,40.5
16/07/07,1552.5,46.39,4112.801,84.89,49.9,N/A,N/A,311.52,40.7
17/07/07,1549.52,46.34,3996.599,84.62,49.97,N/A,N/A,309.67,41.08
18/07/07,1549.2,45.86,4071.296,84.07,49.94,N/A,N/A,307.57,41.1
19/07/07,1546.97,45.9,4111.113,84.75,50.41,N/A,N/A,305.88,41.38
20/07/07,1553.19,46.13,4110.883,84.38,50.29,N/A,N/A,307.49,41.17
23/07/07,1534.06,45.33,4292.223,83.63,50.21,N/A,N/A,301.52,41.19
24/07/07,1541.57,45.57,4445.945,82.1,49.71,N/A,N/A,296.66,41.07
25/07/07,1511.03,43.98,4419.641,81.46,49.57,N/A,N/A,289.6,40.85
26/07/07,1518.09,43.88,4560.598,79.21,49.07,N/A,N/A,288.63,40.13
27/07/07,1482.82,42.27,4526.137,78.35,48.89,N/A,N/A,282.97,39.74
30/07/07,1458.93,42.55,4561.105,77.31,48.21,N/A,N/A,275.5,39.43
31/07/07,1473.9,42.91,4648.824,78.93,48.97,N/A,N/A,278.12,40.11
1/8/2007,1455.18,42.27,4707.719,76.87,47.39,N/A,N/A,276.5,39.43
2/8/2007,1465.46,42.78,4527.41,77.94,47.94,N/A,N/A,278.26,39.89
3/8/2007,1472.18,43.14,4657.949,78.01,48.25,N/A,N/A,281.98,40.04
6/8/2007,1433.04,41.93,4825.922,75.62,47.46,N/A,N/A,272.87,39.2
7/8/2007,1467.62,42.72,4870.367,75.88,47.88,N/A,N/A,280.29,39.5
8/8/2007,1476.22,43.27,4841.703,77.89,48.51,N/A,N/A,281.66,39.85
9/8/2007,1497.21,43.48,4888.742,77.65,48.19,N/A,N/A,292.49,39.13
10/8/2007,1450.05,42.02,4979.863,76.91,47.21,N/A,N/A,290.17,38.18
13/08/07,1455.41,42.32,5005,79.39,47.68,N/A,N/A,281.37,39.02
14/08/07,1452.87,42.34,5060.34,77.97,47.69,N/A,N/A,279.03,39.25
15/08/07,1426.15,41.58,5117.164,75.97,46.68,N/A,N/A,267.78,37.99
16/08/07,1406.64,41.19,5085.434,74.67,45.54,N/A,N/A,263.93,37.03
17/08/07,1411.26,40.52,4968.047,79.21,46.31,N/A,N/A,273.53,38.59
20/08/07,1445.94,41.95,5011.285,78.67,46.48,N/A,N/A,280.58,38.17
21/08/07,1444.55,41.97,5190.547,78.47,46.48,N/A,N/A,285.03,38.48
22/08/07,1447.03,42.19,5119.395,79.38,47.375,N/A,N/A,288.87,38.65
23/08/07,1464.05,42.74,5252.656,79.95,47.82,N/A,N/A,290.49,39.29
24/08/07,1462.34,42.19,5324.063,78.58,47.38,N/A,N/A,287.71,38.75
27/08/07,1479.36,42.69,5402.367,79.36,48.05,N/A,N/A,287.1,39.3
28/08/07,1466.72,42.41,5391.688,78.08,47.6,N/A,N/A,281.78,39.05
29/08/07,1433.61,41.61,5406.219,76.98,47.05,N/A,N/A,273.1,38.4
30/08/07,1463.67,42.4,5402.082,77.62,47.83,N/A,N/A,280.32,38.72
31/08/07,1457.61,42.87,5443.426,79.14,48.86,N/A,N/A,282.63,39.24
3/9/2007,N/A,43.17,5520.938,N/A,N/A,N/A,N/A,N/A,N/A
4/9/2007,1473.96,42.96,5600.18,78.68,48.92,N/A,N/A,288.39,39.36
5/9/2007,1488.76,43.19,5561.363,79.28,49.55,N/A,N/A,292.24,39.22
6/9/2007,1472.03,42.78,5604.023,79.07,49.23,N/A,N/A,285.05,39.23
7/9/2007,1478.55,42.57,5650.918,77.77,48.53,N/A,N/A,286.54,39.03
10/9/2007,1453.5,41.86,5468.203,77.91,48.62,N/A,N/A,280.68,38.87
11/9/2007,1452.95,41.81,5630.832,77.18,48.51,N/A,N/A,277.53,38.64
12/9/2007,1471.1,42.09,5346.559,77.67,48.84,N/A,N/A,281.75,38.98
13/09/07,1471.47,42.05,5452.723,78.02,49.29,N/A,N/A,281.82,39.4
14/09/07,1482.4,42.44,5554.102,76.9,48.8,N/A,N/A,287.17,39.4
17/09/07,1484.24,42.18,5571.969,77.88,48.99,N/A,N/A,288.39,39.49
18/09/07,1476.63,41.86,5716.848,77.81,49.09,N/A,N/A,287.12,39.41
19/09/07,1519.75,43.82,5708.758,81.27,50.29,N/A,N/A,297.28,40.93
20/09/07,1528.69,43.69,5676.477,81.5,50.06,N/A,N/A,302.12,40.76
21/09/07,1518.75,43.63,5754.707,81.28,50.28,N/A,N/A,296.66,40.8
24/09/07,1525.75,43.69,5741.363,81.1,50.49,N/A,N/A,297.25,40.69
25/09/07,1516.34,43.59,5773.633,79.64,50.42,N/A,N/A,301.32,40.25
26/09/07,1518.62,43.63,5676.246,80.5,51.36,N/A,N/A,296.3,40.65
27/09/07,1525.36,44.08,5602.227,80.93,51.62,N/A,N/A,297.79,40.94
28/09/07,1531.24,43.98,5732.355,80.97,51.54,N/A,N/A,300.42,41.03
1/10/2007,1527.29,43.65,N/A,80.13,51.45,N/A,N/A,299.35,41.06
2/10/2007,1546.96,44.45,N/A,82.3,52.04,N/A,N/A,304.87,41.68
3/10/2007,1546.33,44.42,N/A,82.32,51.84,N/A,N/A,309.86,41.19
4/10/2007,1539.57,44.18,N/A,82.56,51.75,N/A,N/A,308.85,41.15
5/10/2007,1543.84,44.41,N/A,83.47,52.17,N/A,N/A,310.58,41.52
8/10/2007,1553.71,44.65,5965.664,83.91,52.8,N/A,N/A,316.9,41.52
9/10/2007,1552.55,44.39,5961.363,83.93,53.27,N/A,N/A,312.23,41.7
10/10/2007,1564.98,44.69,6028.633,84.04,53.39,N/A,N/A,314.64,41.99
11/10/2007,1564.72,44.6,6086.832,84.59,53.79,N/A,N/A,313.68,41.75
12/10/2007,1554.4,44.56,6247.566,83.28,52.9,N/A,N/A,311.41,41.15
15/10/07,1561.78,44.81,6230.414,83.8,53.61,N/A,N/A,308.98,40.31
16/10/07,1547.81,44.29,6358.84,82.37,52.79,N/A,N/A,302.21,41
17/10/07,1538.39,44.23,6359.027,82.8,53.62,N/A,N/A,297.95,40.95
18/10/07,1541.2,44.75,6332.805,81.68,53.33,N/A,N/A,297.08,40.78
